order_id,account_id,bank_to,account_to,amount,k_symbol
31258,1267,QR,69378167,1672,
31259,1268,ST,70287799,2220,MANAGEMENT
31260,1269,CD,70135479,6840,MANAGEMENT
31261,1269,EF,78545605,599,
31262,1270,AB,27904290,2077,LOAN
31263,1270,WX,88882463,4162,MANAGEMENT
31264,1271,EF,44934696,4128,MANAGEMENT
31265,1272,IJ,75666576,1246,RENTAL
31266,1273,IJ,25406718,3863,MANAGEMENT
31267,1275,IJ,30025339,1903,MANAGEMENT
31268,1276,OP,19942432,3839,MANAGEMENT
31269,1276,YZ,87970047,508,
31270,1276,AB,23086488,169,INSURANCE
31271,1277,OP,2533764,3175,MANAGEMENT
31276,1279,QR,61846792,3587,MANAGEMENT
31277,1280,EF,39353507,2491,MANAGEMENT
31282,1284,AB,29951918,4376,LOAN
31283,1285,YZ,21816671,7213,MANAGEMENT
31284,1286,IJ,38014668,8500,MANAGEMENT
31285,1287,EF,52661430,2623,MANAGEMENT
31286,1287,UV,28742987,6619,
31287,1287,CD,8041507,525,INSURANCE
31288,1288,IJ,87367409,2948,MANAGEMENT
31289,1289,OP,91892945,6950,MANAGEMENT
31291,1291,OP,71369182,1333,MANAGEMENT
31292,1291,IJ,15883821,335,MANAGEMENT
31293,1292,MN,61391454,1653,MANAGEMENT
31294,1292,UV,43192416,1457,
31295,1292,KL,75588404,221,INSURANCE
31296,1293,MN,91569077,3484,MANAGEMENT
31297,1294,ST,59882163,1404,MANAGEMENT
31298,1294,UV,31563121,2177,
31299,1295,UV,74620097,3282,MANAGEMENT
31300,1296,GH,57227110,1607,MANAGEMENT
31301,1297,IJ,23392784,2878,MANAGEMENT
31302,1297,UV,17594236,3311,
31303,1298,MN,11863774,5822,MANAGEMENT
31304,1299,CD,17364889,317,MANAGEMENT
31305,1299,GH,4791987,2291,
31308,1302,UV,38729328,3924,MANAGEMENT
31309,1303,IJ,57378178,3601,MANAGEMENT
31310,1304,CD,84192180,2369,RENTAL
31311,1306,YZ,36806219,5023,MANAGEMENT
31312,1306,IJ,20391887,942,
31313,1306,EF,58231496,1888,INSURANCE
31314,1307,OP,88894867,3297,MANAGEMENT
31315,1308,CD,27181756,3206,MANAGEMENT
31316,1309,AB,95435869,2600,RENTAL
31317,1309,YZ,27833730,10199,MANAGEMENT
31318,1311,UV,53567492,9327,MANAGEMENT
31319,1312,ST,56866002,1690,MANAGEMENT
31320,1314,IJ,52970862,6889,MANAGEMENT
31321,1315,YZ,869143,2813,MANAGEMENT
31322,1315,QR,62296283,299,
31323,1315,MN,4333562,3160,INSURANCE
31324,1316,KL,70345508,1130,MANAGEMENT
31325,1316,WX,87733494,619,
31326,1316,EF,61034697,233,INSURANCE
31327,1317,YZ,54353141,3493,MANAGEMENT
31328,1318,ST,77757256,5154,LOAN
31329,1318,AB,10788429,8677,MANAGEMENT
31330,1318,AB,50830727,1762,
31331,1318,MN,13490295,2015,INSURANCE
31332,1318,AB,44717049,744,
31333,1319,IJ,20581275,6185,MANAGEMENT
31334,1319,YZ,35347509,884,
31335,1319,EF,91518568,1362,INSURANCE
31336,1320,EF,72762423,4377,MANAGEMENT
31337,1320,MN,96369796,907,
31338,1320,ST,17258435,149,INSURANCE
31339,1320,KL,99194561,80,
31340,1321,EF,33750575,2683,MANAGEMENT
31341,1321,CD,3041947,636,RENTAL
31342,1322,ST,3167045,1485,MANAGEMENT
31343,1322,OP,6584710,1431,MANAGEMENT
31344,1323,OP,80685257,9720,MANAGEMENT
31345,1324,ST,6513697,2741,MANAGEMENT
31346,1324,GH,7442152,680,
31347,1325,QR,62716066,362,MANAGEMENT
31348,1325,UV,37066787,1766,
31349,1326,YZ,57284325,96,MANAGEMENT
31350,1326,QR,42594999,786,
31351,1326,ST,57544726,1207,INSURANCE
31352,1326,QR,85305046,954,
31353,1328,AB,49398750,3250,RENTAL
31354,1329,UV,31472492,1960,LOAN
31355,1329,QR,69419830,3368,MANAGEMENT
31356,1329,AB,48227208,5081,
31358,1331,YZ,74847352,1096,MANAGEMENT
31359,1331,EF,79824220,3320,
31360,1332,MN,12752318,4755,MANAGEMENT
31361,1333,MN,53933286,6508,MANAGEMENT
31362,1335,QR,86276912,5367,MANAGEMENT
31363,1335,MN,66854125,1044,
31364,1336,CD,63792580,9426,MANAGEMENT
31365,1337,WX,46227514,3264,MANAGEMENT
31366,1338,CD,87075221,4545,MANAGEMENT
31367,1338,OP,42143994,897,
31368,1338,IJ,85222345,157,INSURANCE
31369,1340,KL,25240075,818,MANAGEMENT
31370,1340,CD,67103540,472,
31371,1340,GH,64112800,1120,INSURANCE
31372,1341,MN,57686775,2098,MANAGEMENT
31373,1342,YZ,42622768,1079,RENTAL
31374,1342,EF,75854611,2517,MANAGEMENT
31375,1342,ST,45400208,1011,
31376,1342,YZ,30762762,3665,INSURANCE
31380,1345,ST,37129354,3294,MANAGEMENT
31381,1345,AB,89492493,848,
31382,1346,WX,66261118,1592,MANAGEMENT
31383,1346,AB,56407761,475,
31384,1347,ST,98295950,2066,MANAGEMENT
31385,1348,CD,53150421,5025,MANAGEMENT
31386,1348,ST,8676511,17,
31387,1348,UV,14109647,492,INSURANCE
31388,1349,QR,14006042,2292,MANAGEMENT
31389,1349,OP,96585589,1521,MANAGEMENT
31390,1350,OP,97355442,1079,RENTAL
31391,1350,MN,23763126,6875,MANAGEMENT
31392,1350,QR,96030205,3493,
31393,1351,QR,55786406,2227,MANAGEMENT
31394,1352,GH,58356165,2976,MANAGEMENT
31395,1352,WX,39692401,3445,
31396,1352,EF,54978299,370,INSURANCE
31397,1352,EF,98708682,213,
31398,1353,QR,64405166,651,MANAGEMENT
31399,1353,QR,98736470,6646,
31400,1354,QR,24313408,3080,MANAGEMENT
31401,1355,WX,64249014,3606,MANAGEMENT
31402,1357,EF,34856063,2290,MANAGEMENT
31403,1358,GH,97084825,2980,MANAGEMENT
31404,1361,AB,67573106,6195,MANAGEMENT
31405,1363,QR,46678805,5046,MANAGEMENT
31406,1363,KL,28982448,1517,
31407,1363,MN,35128331,82,INSURANCE
31408,1363,OP,19618755,243,
31411,1365,OP,53364294,2314,MANAGEMENT
31412,1366,GH,26513684,4773,MANAGEMENT
31413,1366,ST,24074399,310,
31414,1366,UV,48775595,1,INSURANCE
31415,1367,MN,3021765,3872,MANAGEMENT
31416,1367,ST,41883254,193,
31417,1367,QR,58902168,717,INSURANCE
31418,1367,UV,69351130,431,
31419,1368,CD,10035527,4439,MANAGEMENT
31420,1369,AB,25008797,6005,MANAGEMENT
31421,1369,KL,43920379,1738,
31422,1370,WX,50552004,1852,MANAGEMENT
31423,1371,QR,48874825,3074,MANAGEMENT
31424,1373,MN,6348324,1628,MANAGEMENT
31425,1373,CD,9301025,346,
31426,1374,WX,38325822,8107,LOAN
31427,1375,CD,90090238,5930,MANAGEMENT
31428,1375,MN,47862768,1889,LOAN
31429,1376,QR,86161052,2731,MANAGEMENT
31430,1377,QR,94826453,2272,MANAGEMENT
31431,1378,QR,81520026,2953,MANAGEMENT
31432,1378,EF,29417294,1347,
31433,1378,OP,12318605,693,INSURANCE
31434,1378,AB,95008945,881,
31435,1379,AB,47752141,6953,MANAGEMENT
31436,1380,KL,34163099,8829,MANAGEMENT
31437,1380,CD,91279375,1100,
31438,1380,QR,88771873,1200,RENTAL
31439,1381,ST,30807364,2705,MANAGEMENT
31440,1382,IJ,22867429,2059,MANAGEMENT
31441,1383,GH,38012504,2173,MANAGEMENT
31442,1385,QR,75899833,9834,MANAGEMENT
31447,1389,IJ,18867123,5228,LOAN
31448,1389,WX,71177351,6376,MANAGEMENT
31449,1390,AB,35191500,1011,MANAGEMENT
31450,1390,EF,43511337,6147,
31451,1391,QR,42852616,3053,MANAGEMENT
31452,1392,EF,64765941,3081,MANAGEMENT
31453,1392,ST,15265077,4216,
31454,1393,IJ,81478815,5254,MANAGEMENT
31455,1394,YZ,28259659,1454,MANAGEMENT
31456,1394,ST,14472324,646,MANAGEMENT
31457,1395,ST,54942530,3432,MANAGEMENT
31458,1396,AB,60094183,14707,MANAGEMENT
31459,1397,MN,51145178,8319,MANAGEMENT
31460,1399,IJ,36796647,5427,MANAGEMENT
31461,1399,WX,32165342,13,
31462,1399,YZ,87596064,29,INSURANCE
31463,1399,KL,64385211,345,
31468,1401,IJ,35891682,2463,MANAGEMENT
31469,1402,ST,2188045,2073,MANAGEMENT
31470,1402,IJ,79063850,2221,
31471,1402,IJ,52195531,471,INSURANCE
31472,1402,EF,12338292,374,
31473,1403,ST,50271129,9120,MANAGEMENT
31474,1404,IJ,6610733,2121,RENTAL
31475,1404,UV,64530676,6306,MANAGEMENT
31476,1404,CD,76187407,123,
31477,1404,WX,45402222,53,INSURANCE
31478,1404,IJ,96404462,483,
31479,1405,GH,27032226,2229,MANAGEMENT
31480,1405,ST,63219690,158,
31481,1406,EF,24323117,2302,MANAGEMENT
31482,1406,CD,43622702,458,MANAGEMENT
31483,1407,UV,51198023,5228,LOAN
31484,1407,ST,30396717,14882,MANAGEMENT
31487,1410,KL,63791805,3816,MANAGEMENT
31488,1411,CD,50814467,5174,MANAGEMENT
31489,1412,OP,20603227,936,MANAGEMENT
31490,1412,MN,65591120,1773,
31491,1412,ST,86234765,1110,INSURANCE
31492,1413,GH,68355953,2016,MANAGEMENT
31493,1413,AB,67985760,3477,
31494,1413,ST,30746954,620,INSURANCE
31495,1414,AB,31974488,1920,MANAGEMENT
31496,1414,MN,8757979,5397,
31497,1414,YZ,13936388,1817,INSURANCE
31500,1416,GH,1996410,3688,RENTAL
31501,1417,QR,84443246,7394,MANAGEMENT
31502,1418,OP,96634888,6759,MANAGEMENT
31503,1419,QR,61356300,3305,MANAGEMENT
31504,1420,QR,22850889,1794,MANAGEMENT
31505,1422,UV,24991828,2655,MANAGEMENT
31506,1423,WX,64437407,2394,MANAGEMENT
31507,1423,IJ,50862812,1213,
31508,1424,YZ,45458507,6224,MANAGEMENT
31509,1425,MN,22342765,4069,MANAGEMENT
31510,1426,GH,15124905,2681,MANAGEMENT
31511,1427,AB,54532253,6046,MANAGEMENT
31513,1429,EF,8150911,2166,MANAGEMENT
31514,1430,CD,90607785,4127,LOAN
31515,1432,CD,68369197,3267,RENTAL
31516,1432,IJ,80977028,13590,MANAGEMENT
31518,1434,QR,81822454,3214,MANAGEMENT
31519,1435,WX,87787443,7949,MANAGEMENT
31520,1436,QR,96351390,3104,MANAGEMENT
31521,1437,ST,58229595,1753,MANAGEMENT
31522,1437,OP,22823983,314,
31523,1437,AB,52723318,65,INSURANCE
31524,1437,GH,27458155,29,
31525,1439,MN,79379254,2122,MANAGEMENT
31526,1440,ST,85377597,56,MANAGEMENT
31527,1440,IJ,63291668,2020,
31528,1440,IJ,66044574,56,INSURANCE
31529,1441,IJ,27838117,2425,MANAGEMENT
31530,1442,QR,70648139,5950,MANAGEMENT
31531,1443,UV,43636268,7505,MANAGEMENT
31532,1444,YZ,56467163,2024,MANAGEMENT
31533,1445,YZ,18387353,1361,MANAGEMENT
31534,1445,AB,68283045,668,
31535,1445,EF,22041118,1075,INSURANCE
31536,1445,IJ,82043331,1420,
31537,1446,GH,83373719,4877,MANAGEMENT
31538,1447,YZ,1155138,2085,LOAN
31539,1447,OP,54932880,8210,MANAGEMENT
31540,1448,CD,82941960,7156,LOAN
31541,1449,KL,82136630,2820,MANAGEMENT
31542,1449,UV,17508918,320,
31543,1450,UV,804383,3103,MANAGEMENT
31544,1451,UV,44489443,3734,MANAGEMENT
31545,1453,OP,2968991,1251,RENTAL
31546,1453,ST,62248831,6820,MANAGEMENT
31547,1456,CD,25505447,1251,RENTAL
31553,1458,ST,80573415,3259,MANAGEMENT
31554,1459,EF,28272974,1542,MANAGEMENT
31555,1459,OP,25038093,582,
31556,1460,UV,8283299,3417,MANAGEMENT
31557,1461,MN,76424008,4217,RENTAL
31558,1461,EF,52034497,8705,MANAGEMENT
31560,1463,QR,31343501,719,MANAGEMENT
31561,1463,YZ,71522283,1505,
31562,1465,WX,32052809,1904,MANAGEMENT
31563,1465,CD,77944719,218,
31564,1466,ST,82133537,10056,MANAGEMENT
31565,1467,QR,10475975,6814,MANAGEMENT
31566,1468,AB,25955593,439,MANAGEMENT
31567,1468,IJ,53378862,1710,
31568,1469,EF,97405832,3574,MANAGEMENT
31569,1470,AB,72926729,4060,MANAGEMENT
31570,1471,CD,85543155,7823,MANAGEMENT
31571,1471,YZ,17326855,12,
31572,1471,MN,59438282,176,INSURANCE
31573,1472,MN,39937996,3527,MANAGEMENT
31574,1472,OP,3332001,2375,
31575,1473,QR,28500956,1984,MANAGEMENT
31576,1474,IJ,16386759,2695,MANAGEMENT
31577,1476,YZ,33632028,3467,MANAGEMENT
31578,1477,OP,39149236,2100,MANAGEMENT
31579,1478,KL,82071739,11931,MANAGEMENT
31580,1479,QR,35573202,2162,MANAGEMENT
31581,1480,WX,70736652,3425,LOAN
31582,1481,EF,82271873,2065,MANAGEMENT
31583,1482,KL,43270033,2687,MANAGEMENT
31584,1482,KL,10367054,1766,
31585,1482,GH,84175443,335,INSURANCE
31586,1483,YZ,92452376,1962,MANAGEMENT
31587,1483,AB,39453744,2701,
31588,1484,GH,82517391,2346,MANAGEMENT
31589,1484,IJ,29707634,794,MANAGEMENT
31590,1485,MN,47115165,336,MANAGEMENT
31591,1485,EF,43014037,5949,
31592,1485,OP,33874970,1018,RENTAL
31593,1486,KL,50455820,3592,MANAGEMENT
31594,1486,KL,1473415,2291,
31595,1486,MN,12761944,2235,INSURANCE
31596,1487,KL,70317125,2204,MANAGEMENT
31597,1488,WX,69482773,5850,MANAGEMENT
31598,1488,CD,64393782,230,
31601,1490,CD,39819097,1658,RENTAL
31602,1491,OP,94478863,6966,MANAGEMENT
31603,1492,KL,60810822,1546,MANAGEMENT
31604,1493,EF,95543610,2264,MANAGEMENT
31605,1493,GH,85806101,51,MANAGEMENT
31606,1495,IJ,9478509,3059,MANAGEMENT
31607,1495,MN,97259157,670,
31608,1496,AB,4760909,6931,MANAGEMENT
31609,1496,GH,36367225,161,
31610,1496,AB,44200831,33,INSURANCE
31611,1497,WX,59296756,261,MANAGEMENT
31612,1497,YZ,74438202,5463,
31613,1498,ST,26674098,2763,LOAN
31614,1499,EF,54662084,3666,MANAGEMENT
31615,1500,GH,4727745,4119,MANAGEMENT
31616,1501,OP,40921163,2292,MANAGEMENT
31617,1502,IJ,11066508,7338,MANAGEMENT
31618,1503,OP,11958569,3171,MANAGEMENT
31619,1504,UV,29212069,619,MANAGEMENT
31620,1504,WX,69836336,4887,
31621,1506,UV,28518402,9498,LOAN
31622,1507,ST,156510,6619,MANAGEMENT
31623,1508,OP,10600459,1658,RENTAL
31624,1508,UV,9055811,8967,MANAGEMENT
31625,1509,EF,43322950,4943,MANAGEMENT
31626,1509,QR,20525896,2320,
31627,1510,OP,82537191,9985,MANAGEMENT
31628,1511,OP,43543106,1658,RENTAL
31629,1512,YZ,42362171,8822,MANAGEMENT
31630,1513,AB,52238965,1632,MANAGEMENT
31631,1513,QR,85800695,3912,
31632,1513,OP,59476637,1316,INSURANCE
31633,1513,GH,65290647,689,
31634,1514,ST,47490662,1547,MANAGEMENT
31635,1514,WX,89040159,2234,MANAGEMENT
31636,1515,IJ,74637114,1538,MANAGEMENT
31637,1515,CD,84623413,774,
31638,1515,QR,23320967,2907,INSURANCE
31639,1516,YZ,87859165,2277,MANAGEMENT
31640,1517,ST,15521866,2601,MANAGEMENT
31641,1519,UV,68640708,3443,MANAGEMENT
31642,1520,YZ,12391865,2943,MANAGEMENT
31643,1521,GH,37432712,3024,MANAGEMENT
31644,1523,CD,15318,1684,MANAGEMENT
31645,1523,IJ,13058364,9843,
31646,1524,WX,26553452,2705,MANAGEMENT
31647,1525,QR,24106085,1625,MANAGEMENT
31648,1526,QR,69354104,4433,MANAGEMENT
31649,1527,EF,27702808,4557,LOAN
31651,1528,QR,58779168,3981,LOAN
31652,1529,MN,66372424,1059,MANAGEMENT
31653,1529,YZ,86592346,1463,
31654,1529,QR,57476818,77,INSURANCE
31655,1530,WX,24157417,3700,MANAGEMENT
31658,1532,AB,67652118,7903,MANAGEMENT
31661,1534,EF,3089267,7451,MANAGEMENT
31662,1534,ST,36498439,2155,
31663,1535,UV,60955130,2757,MANAGEMENT
31664,1536,ST,11303443,13204,MANAGEMENT
31665,1538,IJ,9744745,10288,MANAGEMENT
31668,1540,IJ,33179605,4540,MANAGEMENT
31669,1540,UV,76470201,3057,
31670,1540,UV,64628779,1164,RENTAL
31671,1542,CD,9322101,2655,MANAGEMENT
31672,1544,IJ,71562015,9526,MANAGEMENT
31673,1544,ST,7747644,189,
31674,1545,KL,98522644,2625,MANAGEMENT
31675,1545,MN,5408674,1112,
31676,1546,UV,49245339,4173,MANAGEMENT
31677,1548,MN,36616581,2106,MANAGEMENT
31678,1549,OP,11773330,4052,MANAGEMENT
31679,1550,ST,90144109,4708,MANAGEMENT
31680,1551,AB,436425,747,MANAGEMENT
31681,1551,CD,74171310,2316,MANAGEMENT
31682,1552,MN,57056182,5263,MANAGEMENT
31683,1552,WX,17611515,1021,RENTAL
31684,1554,OP,93773585,6551,MANAGEMENT
31685,1555,QR,32593053,3263,MANAGEMENT
31686,1556,QR,42585212,1837,MANAGEMENT
31687,1557,EF,82259255,2253,MANAGEMENT
31688,1558,IJ,10707974,1148,MANAGEMENT
31689,1558,ST,33069950,2899,
31690,1558,UV,65272307,1384,RENTAL
31691,1559,KL,31869977,8004,MANAGEMENT
31692,1560,YZ,49192738,3332,MANAGEMENT
31693,1560,CD,89837598,244,
31694,1560,UV,97033959,437,INSURANCE
31695,1560,OP,34151840,1137,RENTAL
31696,1561,CD,91776167,1924,MANAGEMENT
31697,1561,WX,32302445,51,MANAGEMENT
31698,1562,EF,14241010,1933,MANAGEMENT
31699,1565,AB,92115938,610,MANAGEMENT
31700,1565,AB,37661731,2095,
31701,1565,OP,85872715,383,INSURANCE
31702,1566,WX,11077720,4375,MANAGEMENT
31703,1566,WX,15924412,1164,
31704,1566,YZ,98447876,1622,INSURANCE
31705,1566,OP,12450731,948,
31706,1567,UV,14090234,480,MANAGEMENT
31707,1567,CD,53102117,6000,
31708,1567,EF,34027445,3455,INSURANCE
31709,1568,WX,7532716,4399,MANAGEMENT
31710,1568,WX,99360131,49,
31711,1568,YZ,14241963,1028,INSURANCE
31712,1568,UV,54462337,1627,RENTAL
31717,1570,UV,20745683,2865,MANAGEMENT
31718,1571,AB,54680818,7692,MANAGEMENT
31719,1572,EF,46670591,7596,MANAGEMENT
31720,1573,IJ,19240260,3638,MANAGEMENT
31721,1574,GH,16211796,2390,MANAGEMENT
31722,1575,CD,10936338,2998,MANAGEMENT
31723,1576,WX,88001566,11816,MANAGEMENT
31724,1577,KL,69888543,1282,MANAGEMENT
31725,1577,KL,58483004,988,
31726,1577,QR,87333589,290,INSURANCE
31727,1578,UV,44909232,1825,MANAGEMENT
31728,1579,CD,79833501,3377,MANAGEMENT
31729,1580,UV,11339313,8094,LOAN
31730,1581,AB,55002999,5758,MANAGEMENT
31731,1582,CD,24857425,1917,MANAGEMENT
31732,1583,QR,49376446,8094,LOAN
31733,1584,ST,97312646,1983,MANAGEMENT
31734,1586,EF,95375972,5504,MANAGEMENT
31735,1588,KL,66344201,2443,MANAGEMENT
31736,1590,ST,5941856,5847,MANAGEMENT
31737,1590,WX,79533683,1025,
31738,1590,ST,99553811,551,INSURANCE
31739,1590,GH,23429125,127,
31740,1591,AB,70031231,7680,MANAGEMENT
31741,1591,AB,57081830,26,
31742,1591,AB,34176314,153,INSURANCE
31743,1592,QR,4900444,224,MANAGEMENT
31744,1592,GH,84782951,1613,MANAGEMENT
31745,1593,MN,35590773,2086,MANAGEMENT
31746,1594,WX,15203357,4577,MANAGEMENT
31747,1594,AB,37283611,1596,
31748,1594,CD,79126387,54,INSURANCE
31752,1596,KL,29656684,1306,MANAGEMENT
31753,1596,OP,20661324,1997,MANAGEMENT
31754,1597,GH,13610762,2376,MANAGEMENT
31755,1598,CD,36073070,5438,MANAGEMENT
31756,1598,WX,12520486,7384,
31757,1599,OP,68704247,1337,MANAGEMENT
31758,1599,WX,99690108,4004,
31759,1600,YZ,78760194,3234,MANAGEMENT
31760,1601,AB,43843287,2694,MANAGEMENT
31761,1602,GH,6762600,2033,MANAGEMENT
31762,1603,WX,92258166,2359,MANAGEMENT
31763,1603,MN,3211814,1187,
31764,1603,CD,6821167,6578,LOAN
31765,1604,CD,90369587,7088,MANAGEMENT
31766,1605,EF,28789526,3353,MANAGEMENT
31767,1607,GH,89174168,9958,MANAGEMENT
31768,1608,AB,7212549,3425,MANAGEMENT
31769,1609,KL,83359962,2017,MANAGEMENT
31770,1610,UV,10384375,6258,MANAGEMENT
31771,1611,UV,84055351,403,MANAGEMENT
31772,1611,IJ,54032,3403,
31773,1613,GH,46822315,3628,MANAGEMENT
31774,1614,CD,41090893,5763,MANAGEMENT
31775,1615,QR,27684122,3124,MANAGEMENT
31776,1616,AB,24604940,2642,MANAGEMENT
31777,1617,AB,40236705,1536,MANAGEMENT
31778,1618,EF,1680028,2265,MANAGEMENT
31779,1619,ST,53959548,3220,MANAGEMENT
31780,1620,ST,23482644,1931,MANAGEMENT
31781,1621,UV,69087219,7887,MANAGEMENT
31782,1622,KL,22068381,2357,MANAGEMENT
31783,1622,IJ,83712011,1028,
31784,1623,UV,2717727,9160,MANAGEMENT
31785,1624,CD,17034912,1017,MANAGEMENT
31786,1624,GH,31993609,1120,MANAGEMENT
31787,1625,GH,44850212,185,MANAGEMENT
31788,1625,GH,10578328,1727,
31789,1625,CD,51059633,679,INSURANCE
31790,1625,EF,45131552,1522,
31791,1628,AB,57004982,2850,MANAGEMENT
31792,1629,WX,6837058,3137,MANAGEMENT
31793,1630,WX,99400460,3595,MANAGEMENT
31794,1631,ST,78712355,2743,MANAGEMENT
31795,1632,OP,65521752,1978,RENTAL
31796,1633,CD,27727192,2145,MANAGEMENT
31797,1635,EF,72468793,5683,MANAGEMENT
31798,1636,ST,93399142,4964,MANAGEMENT
31799,1637,KL,47292917,774,MANAGEMENT
31800,1637,GH,10736680,2569,MANAGEMENT
31801,1638,AB,8848363,2676,LOAN
31802,1638,QR,57185012,9749,MANAGEMENT
31806,1640,UV,42289441,4783,MANAGEMENT
31807,1641,UV,82829361,1978,RENTAL
31808,1641,ST,5037063,7532,MANAGEMENT
31809,1641,MN,57866871,1294,
31810,1641,QR,14463842,423,INSURANCE
31811,1642,UV,27920514,3597,MANAGEMENT
31816,1644,EF,89781009,2534,MANAGEMENT
31817,1644,IJ,76071583,1022,
31818,1644,GH,66140669,17,INSURANCE
31819,1645,EF,64568751,9078,MANAGEMENT
31820,1646,ST,80997341,6521,MANAGEMENT
31821,1646,QR,99677460,1651,
31822,1647,OP,55010729,2412,MANAGEMENT
31823,1647,GH,78795104,1199,
31824,1647,YZ,39877331,12,INSURANCE
31825,1650,IJ,90931999,3649,MANAGEMENT
31826,1650,OP,60317361,9100,
31827,1651,IJ,71805852,1582,RENTAL
31828,1652,WX,88888269,3422,MANAGEMENT
31829,1653,EF,37755870,4656,MANAGEMENT
31830,1655,IJ,20809352,4277,MANAGEMENT
31831,1655,GH,90691631,3827,
31832,1656,IJ,73249953,3954,LOAN
31833,1656,YZ,10182565,12113,MANAGEMENT
31834,1657,OP,7076365,2156,MANAGEMENT
31835,1658,UV,35897404,1950,MANAGEMENT
31836,1658,AB,35908234,172,
31837,1659,QR,20080882,2806,MANAGEMENT
31838,1660,OP,50701344,2373,RENTAL
31843,1662,UV,28918445,9626,MANAGEMENT
31844,1663,QR,95733749,2220,MANAGEMENT
31845,1663,IJ,38020986,420,MANAGEMENT
31846,1664,UV,6438845,5454,MANAGEMENT
31847,1665,EF,15931928,1578,MANAGEMENT
31848,1666,AB,31104207,2164,MANAGEMENT
31849,1668,IJ,84733837,3275,MANAGEMENT
31850,1669,UV,35302007,5562,MANAGEMENT
31851,1670,WX,84970950,1242,MANAGEMENT
31852,1670,QR,66763526,1312,MANAGEMENT
31853,1671,AB,10778803,2507,MANAGEMENT
31854,1671,YZ,17247677,502,MANAGEMENT
31855,1672,ST,9213483,3898,MANAGEMENT
31856,1673,AB,20515662,2447,MANAGEMENT
31857,1674,WX,74642348,3804,MANAGEMENT
31858,1675,GH,17588830,2125,MANAGEMENT
31861,1677,IJ,52726864,5530,MANAGEMENT
31862,1678,IJ,72718292,2952,MANAGEMENT
31863,1678,OP,54732525,1778,
31864,1679,ST,49590080,5087,MANAGEMENT
31865,1680,QR,16704351,5955,MANAGEMENT
31866,1681,UV,8172750,8550,MANAGEMENT
31867,1681,AB,76300596,6,
31868,1681,YZ,66121870,1032,INSURANCE
31869,1683,WX,63649123,1342,MANAGEMENT
31870,1683,UV,73280399,3239,
31871,1683,MN,25822711,345,INSURANCE
31872,1684,GH,35036838,2123,RENTAL
31873,1685,ST,17528325,7968,MANAGEMENT
31874,1686,UV,27540904,1532,MANAGEMENT
31875,1686,YZ,74546420,1225,
31877,1688,OP,80142312,2249,MANAGEMENT
31878,1689,MN,89019840,2128,MANAGEMENT
31879,1690,YZ,11582345,3311,MANAGEMENT
31880,1691,EF,22764325,720,MANAGEMENT
31881,1691,QR,60282856,1214,
31884,1693,WX,14131403,2482,RENTAL
31885,1693,AB,38757246,11276,MANAGEMENT
31886,1695,AB,53282368,14658,MANAGEMENT
31887,1696,QR,41205018,2159,MANAGEMENT
31888,1697,QR,38106852,408,MANAGEMENT
31889,1697,AB,30674797,1778,
31890,1697,CD,36977207,35,INSURANCE
31891,1698,UV,6397009,9642,MANAGEMENT
31892,1698,CD,30528074,3943,LOAN
31893,1699,IJ,62475007,3463,MANAGEMENT
31894,1699,EF,2504826,19,MANAGEMENT
31895,1700,AB,93968033,6765,MANAGEMENT
31896,1701,ST,90327703,4425,RENTAL
31897,1701,MN,99692040,7571,MANAGEMENT
31898,1702,QR,43392902,4689,MANAGEMENT
31899,1703,CD,73302203,3554,MANAGEMENT
31900,1704,KL,36175376,3285,MANAGEMENT
31901,1705,KL,33791291,5502,MANAGEMENT
31902,1706,QR,67938715,2058,MANAGEMENT
31903,1707,YZ,25559365,1197,RENTAL
31904,1707,KL,16216141,7830,MANAGEMENT
31905,1708,IJ,89942037,4519,MANAGEMENT
31906,1708,WX,62805408,3339,
31907,1709,MN,20695013,3227,MANAGEMENT
31908,1710,ST,17466086,2071,MANAGEMENT
31909,1711,KL,38527757,183,MANAGEMENT
31910,1711,KL,75510221,188,
31911,1711,CD,58891451,2158,INSURANCE
31912,1712,WX,3848445,1626,MANAGEMENT
31913,1714,MN,79335272,3028,MANAGEMENT
31914,1716,OP,39169329,3575,MANAGEMENT
31915,1716,ST,972009,1032,
31916,1717,ST,11458802,2500,MANAGEMENT
31917,1718,CD,9266335,7178,LOAN
31918,1718,AB,69613939,14456,MANAGEMENT
31919,1719,UV,80013709,2768,MANAGEMENT
31920,1722,EF,3686994,4472,MANAGEMENT
31921,1723,AB,25436383,1092,MANAGEMENT
31922,1723,YZ,10030848,3904,
31923,1723,GH,36498862,4676,INSURANCE
31924,1723,ST,47622954,8,
31925,1724,QR,97682117,1604,MANAGEMENT
31926,1726,AB,99886172,4438,MANAGEMENT
31927,1726,OP,61997002,2082,
31928,1726,EF,89946835,74,INSURANCE
31929,1726,UV,65941238,115,
31930,1727,QR,62198191,1794,MANAGEMENT
31931,1727,EF,22698265,1093,
31932,1727,ST,4687321,3723,INSURANCE
31933,1728,OP,84701668,4954,MANAGEMENT
31934,1729,YZ,10198331,6554,MANAGEMENT
31935,1730,WX,42885518,1978,MANAGEMENT
31936,1731,QR,29816907,2631,MANAGEMENT
31937,1732,WX,69793838,8050,MANAGEMENT
31938,1733,UV,52269470,3126,RENTAL
